Time (ms),AI (Act),AI (Pred),DT (Act),DT (Pred),MURHO (Act),MURHO (Pred),PHIT (Act),PHIT (Pred),POIS (Act),POIS (Pred),VPVS (Act),VPVS (Pred),GR (Act),GR (Pred),RHOB (Act),RHOB (Pred),VSH (Act),VSH (Pred),PHIE (Act),PHIE (Pred),SWE (Act),SWE (Pred),LMRHO (Act),LMRHO (Pred),RHOB (Phys Derived)
2152.0,9940.792862291666,12092.330314801358,66.668631875,64.39223205443336,16.731250208333332,22.232545306520883,0.0781458333333333,0.06998413537288566,0.2097797916666667,0.19594908424473673,1.6518693749999998,1.6303660782441358,50.55805625,45.342285325461596,2.1747791666666667,2.544943726188486,0.19554375,0.1632067191087654,0.04688125,0.05283616596992399,0.6302916666666666,0.5974115547878265,12.067554791666666,13.586286481929383,2.5546330042964183
2154.0,11171.033661041663,12101.043067763367,66.41864395833333,64.3292728475107,19.156028958333334,22.219612929245258,0.0601583333333333,0.06973510609178031,0.208235625,0.19468182758593844,1.6492743749999998,1.629420013210849,48.84321875,44.86493955813082,2.421075,2.5470068674486535,0.1884624999999999,0.16016549667887364,0.0300333333333333,0.052470350246385494,0.7830979166666667,0.587227054233666,13.371486041666666,13.575047841489456,2.5539740854515336
2156.0,12318.784612040818,12125.947003002977,61.48663408163265,64.35440756332694,24.03914836734694,22.420685611129343,0.0532122448979591,0.06956409190225474,0.178139387755102,0.1951792056890511,1.5988997959183675,1.629653934626856,51.32977959183673,44.991398886172014,2.480842857142857,2.5472581673288692,0.2064857142857142,0.1601788611787444,0.0202122448979591,0.051838939810732815,0.8472816326530611,0.567574932362631,13.187308367346938,13.58957239377947,2.560230103420461
2158.0,11984.760187499998,12126.784727269252,63.026180833333335,64.26075074045232,22.35088458333333,22.474047539304213,0.0529666666666666,0.06943162461162698,0.1880939583333333,0.19378438656193475,1.614100625,1.6276250454582084,52.24209166666666,43.71595025016604,2.474947916666667,2.5464545484913352,0.2100166666666666,0.15726142998116285,0.0193854166666666,0.0518701403827069,0.8488979166666667,0.5479009619208238,13.394465000000002,13.572871244201595,2.5566807435766847
2160.0,12829.064080208334,12122.482871029099,61.16374875,64.17087285718232,25.187402291666668,22.548974560546636,0.0581916666666666,0.0698404545876794,0.176259375,0.19320743213569036,1.5955483333333331,1.6276624569195735,29.258418750000004,44.23995820018298,2.572152083333333,2.5452967138820246,0.0621708333333333,0.17231900251116616,0.0482499999999999,0.051308354398315874,0.4608562499999999,0.5321450536780871,13.65496625,13.580069027481299,2.5521991700465185
2162.0,12440.206549591836,12129.592858406279,62.27915653061224,64.14791612201574,23.629431224489792,22.609080491927102,0.0745061224489796,0.06984465063857351,0.1835638775510203,0.19294622678579237,1.606465102040816,1.6277235485426942,19.709679591836736,44.707981304169245,2.5405693877551023,2.5475663168357876,0.0238183673469387,0.17593733899418892,0.0706857142857143,0.05112862866375484,0.2312775510204081,0.5257098832249774,13.67522551020408,13.563722091386852,2.5527824976222018
2164.0,12069.988335333335,12144.81118222177,64.03582366666667,63.99096395038329,22.004186,22.65360393104178,0.0757466666666666,0.06979543468240808,0.1939866666666666,0.1922252091525082,1.6246813333333334,1.6264357093664115,32.812603333333335,44.42779698602073,2.527856666666666,2.5475578229704077,0.1000033333333333,0.17502118278558643,0.0597466666666666,0.050979587663630484,0.5140100000000001,0.5318363314570138,13.755305,13.579243274528299,2.5497315437853185
2166.0,12590.512227,12147.144072084415,62.43434733333333,64.01959489239385,23.879315666666667,22.486476333457983,0.0587233333333333,0.06978916318189103,0.1843556666666667,0.19164173892562517,1.6081869999999998,1.6268162001487028,54.66068333333333,45.679340689116884,2.57539,2.545781686407548,0.1607066666666666,0.17405361619525758,0.03303,0.050139838332598226,0.8116,0.5428690556004626,13.856127,13.526261684789901,2.551362344469776
2168.0,12094.059254999998,12158.646564684965,64.341361,64.01785974927262,21.81752033333333,22.35562663062356,0.0655699999999999,0.06970662555304215,0.1960296666666666,0.19179894519954593,1.6276029999999997,1.627430838183635,38.72796000000001,45.10678712300292,2.54642,2.546786531132103,0.1015033333333333,0.1735129202632171,0.0493333333333333,0.04981889448444435,0.7545933333333334,0.537175701075784,13.908597666666669,13.851710841889036,2.5537090896291907
2170.0,11616.142599666668,12172.589785835824,66.15618533333334,64.3272999448014,19.836092,22.55627665296768,0.0762533333333333,0.0699400551757105,0.2071343333333333,0.19427020110298293,1.6460896666666665,1.6282747875864323,25.18724,46.015966721752115,2.5183433333333336,2.547164283831831,0.0468,0.17469020674548402,0.0687566666666666,0.04997929618628378,0.5975233333333333,0.5410995889160669,13.957241000000003,13.976227311364497,2.568995519220757
2172.0,10968.863197333332,12126.550441710126,68.724342,64.51799626205265,17.43205066666667,21.596875653211598,0.10171,0.07030546300492455,0.221897,0.19927530332428106,1.6732243333333336,1.632671715256711,26.07291666666667,46.72616789968169,2.47107,2.5474345924293713,0.0464333333333333,0.1746506464881191,0.0942799999999999,0.04939658161745352,0.6505766666666666,0.514718878700183,13.857283,13.911920531494452,2.566865931987686
2174.0,11734.19366382353,12134.273621478502,64.97922617647059,65.31850535039877,20.65902911764706,21.350362260481837,0.0884823529411764,0.0703231627936134,0.2002741176470588,0.20228654156178905,1.6337605882352944,1.644037775961126,38.37325882352941,48.19304857380939,2.5003941176470588,2.5460308266959144,0.10385,0.17133554365146372,0.0718823529411764,0.04987438685917189,0.369585294117647,0.4978932665743087,13.773009117647058,13.872576335110644,2.600369476600217
2176.0,12005.448965405409,12108.884582364186,63.49154999999999,66.23547514449665,22.077831081081083,21.2073821090997,0.0856891891891891,0.07047314110257445,0.1910775675675675,0.20518678575308935,1.618708918918919,1.652514800483472,17.419602702702708,49.1720293976466,2.498032432432432,2.549384932031198,0.0081378378378378,0.17183978712590084,0.0843837837837837,0.04976114698524796,0.1430189189189188,0.4997840551636141,13.586727297297294,13.906413091131368,2.6313573614920003
2178.0,12719.263285263158,12114.569409821055,60.74243605263157,66.42523384393121,25.221896842105267,21.246101325815122,0.0696710526315789,0.06984626904888605,0.1736260526315789,0.20709277815710564,1.5913197368421057,1.653915271646135,24.60216842105263,51.09840132370475,2.534250000000001,2.558173290955093,0.0338447368421052,0.1685803770209488,0.06425,0.04844469431655918,0.1618921052631579,0.5358157735299838,13.403838157894736,13.90503904840808,2.6401348620928453
2180.0,13345.157025,12188.870622108425,58.365753947368425,66.10379947234635,28.46965,21.865014440442547,0.0618421052631578,0.06940190122318712,0.1572452631578947,0.20515234475305943,1.568694736842105,1.649478557176993,38.51936842105263,58.15837700746358,2.551160526315789,2.566897426702948,0.1007552631578947,0.16234039379934284,0.045728947368421,0.04643660978834112,0.3114078947368421,0.5989282830901417,12.949662631578947,13.8977594324698,2.64347329198894
2182.0,12324.266956363635,12110.069403950383,62.90522545454546,65.93972114442047,22.99192454545454,22.202082799739483,0.0742454545454545,0.06907744058272851,0.1875481818181818,0.20599215260366005,1.6126936363636362,1.6470211335268565,118.72183636363636,62.96700658263629,2.5423454545454547,2.577492246407418,0.4641727272727273,0.1606891873995375,0.0001,0.04532599767102898,1.0,0.622221068325089,13.773769090909092,13.912717120170937,2.619864171706255
